 TIME             FUK             MAJO            INU             NE93            BJT             MA2             XAN             ULN             SHR             MDJ             INCN      
      70.000 -0.38447184E-11 -0.92500343E-07  0.22664347E-08 -0.35828319E-10 -0.23202710E-10 -0.47376792E-11 -0.29256752E-11 -0.46910047E-11 -0.32848960E-09 -0.15699295E-09 -0.16245975E-09
      71.000 -0.47100440E-11 -0.98200102E-07  0.25178098E-08 -0.38676769E-10 -0.25180084E-10 -0.49231347E-11 -0.32362262E-11 -0.51222991E-11 -0.35281201E-09 -0.16768571E-09 -0.17302614E-09
      72.000 -0.59448967E-11 -0.10144229E-06  0.27728633E-08 -0.41684061E-10 -0.26861373E-10 -0.51258806E-11 -0.35590615E-11 -0.55827830E-11 -0.37907181E-09 -0.18047731E-09 -0.18597310E-09
      73.000 -0.59072538E-11 -0.10266290E-06  0.30473895E-08 -0.44585023E-10 -0.28707741E-10 -0.53420701E-11 -0.39019830E-11 -0.60874748E-11 -0.40672411E-09 -0.19319898E-09 -0.19974638E-09
      74.000 -0.55739353E-11 -0.10195985E-06  0.34076877E-08 -0.47653326E-10 -0.31089542E-10 -0.55443722E-11 -0.42786286E-11 -0.66238728E-11 -0.43528785E-09 -0.20499771E-09 -0.21234379E-09
      75.000 -0.66847499E-11 -0.98467770E-07  0.37945597E-08 -0.51178205E-10 -0.33529078E-10 -0.57364102E-11 -0.46827810E-11 -0.71787955E-11 -0.46548026E-09 -0.21821687E-09 -0.22546437E-09
      76.000 -0.82088101E-11 -0.91108986E-07  0.38382744E-08 -0.54882659E-10 -0.35648972E-10 -0.59462418E-11 -0.51022338E-11 -0.77679546E-11 -0.49801568E-09 -0.23379872E-09 -0.24126498E-09
      77.000 -0.83173427E-11 -0.79662044E-07  0.30052031E-08 -0.58476992E-10 -0.37961137E-10 -0.61693038E-11 -0.55456089E-11 -0.84076914E-11 -0.53231852E-09 -0.24931192E-09 -0.25799155E-09
      78.000 -0.81142123E-11 -0.64693955E-07  0.10075507E-08 -0.62266871E-10 -0.40867134E-10 -0.63755637E-11 -0.60276748E-11 -0.90841412E-11 -0.56776090E-09 -0.26381858E-09 -0.27342366E-09
      79.000 -0.95387804E-11 -0.46715997E-07 -0.20655199E-08 -0.66567730E-10 -0.43836107E-10 -0.65693249E-11 -0.65413500E-11 -0.97829691E-11 -0.60513513E-09 -0.27994414E-09 -0.28947567E-09
      80.000 -0.11426315E-10 -0.26054280E-07 -0.61232069E-08 -0.71069236E-10 -0.46458488E-10 -0.67813975E-11 -0.70732556E-11 -0.10521476E-10 -0.64540926E-09 -0.29872382E-09 -0.30853814E-09
      81.000 -0.11737337E-10 -0.35729132E-08 -0.11385268E-07 -0.75454787E-10 -0.49302552E-10 -0.70064088E-11 -0.76329593E-11 -0.11317271E-10 -0.68803416E-09 -0.31742951E-09 -0.32863063E-09
      82.000 -0.11719423E-10  0.19214363E-07 -0.18051445E-07 -0.80065819E-10 -0.52803664E-10 -0.72113571E-11 -0.82365281E-11 -0.12154818E-10 -0.73215411E-09 -0.33502772E-09 -0.34728795E-09
      83.000 -0.13537304E-10  0.41211108E-07 -0.25733391E-07 -0.85246371E-10 -0.56371751E-10 -0.74013308E-11 -0.88760094E-11 -0.13018431E-10 -0.77858028E-09 -0.35446235E-09 -0.36666786E-09
      84.000 -0.15874788E-10  0.62469703E-07 -0.33554700E-07 -0.90648678E-10 -0.59562226E-10 -0.76101748E-11 -0.95368446E-11 -0.13927156E-10 -0.82870924E-09 -0.37687314E-09 -0.38942286E-09
      85.000 -0.16454112E-10  0.83286688E-07 -0.40906735E-07 -0.95926621E-10 -0.63006016E-10 -0.78315929E-11 -0.10229709E-10 -0.14900039E-10 -0.88221143E-09 -0.39919630E-09 -0.41331602E-09
      86.000 -0.16685464E-10  0.10282376E-06 -0.47822118E-07 -0.10146165E-09 -0.67175142E-10 -0.80293165E-11 -0.10972045E-10 -0.15919790E-10 -0.93784124E-09 -0.42029020E-09 -0.43560703E-09
